proxy_fusion_name	sample	prog	num_reads	validated_fusion	matched_illumina	other_illumina
K562|PARD3--SET	K562	fusionseeker	2	FALSE	NA	NA
K562|PCBP1-AS1--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|PCNP--IL6ST	K562	fusionseeker	2	FALSE	NA	NA
K562|PCNP--RPS18P9	K562	fusionseeker	2	FALSE	NA	NA
K562|PDCD5--SV2C	K562	fusionseeker	2	FALSE	NA	NA
K562|PDE4DIP--CH17-189H20.1	K562	fusionseeker	2	FALSE	NA	NA
K562|PEBP1--RPS29	K562	fusionseeker	2	FALSE	NA	NA
K562|PEMT--EEF1A1P5	K562	fusionseeker	2	FALSE	NA	NA
K562|PIGK--RPL17P50	K562	fusionseeker	2	FALSE	NA	NA
K562|PIGK--STEAP1B	K562	fusionseeker	2	FALSE	NA	NA
K562|PIM1--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--AQR	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--ATP5L	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--EIF1	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--FTH1	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--HBZ	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--PIN4	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RP11-179A16.1	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RP11-3P17.4	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPL13A	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPL34	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPL38	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPL4	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPL6P27	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPLP0	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPS2	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPS25	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPS3	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--RPS5	K562	fusionseeker	2	FALSE	NA	NA
K562|PLEKHA7--TXNRD1	K562	fusionseeker	2	FALSE	NA	NA
K562|PNKD--ACTB	K562	fusionseeker	2	FALSE	NA	NA
K562|POLR1D--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|PPAP2B--AC004448.5	K562	fusionseeker	2	FALSE	NA	NA
K562|PPHLN1--AL590762.6	K562	fusionseeker	2	FALSE	NA	NA
K562|PPP1R12B--HBG2	K562	fusionseeker	2	FALSE	NA	NA
K562|PPP1R12B--RPLP1	K562	fusionseeker	2	FALSE	NA	NA
K562|PPP2R5A--RPL23A	K562	fusionseeker	2	FALSE	NA	NA
K562|PPP2R5C--CTC-575D19.1	K562	fusionseeker	2	FALSE	NA	NA
K562|PPP2R5C--DNAH1	K562	fusionseeker	2	FALSE	NA	NA
K562|PPP4C--RPL38	K562	fusionseeker	2	FALSE	NA	NA
K562|PRAME--HSP90AB1	K562	fusionseeker	2	FALSE	NA	NA
K562|PRDX1--HBG2	K562	fusionseeker	2	FALSE	NA	NA
K562|PLP2--PRICKLE3	K562	fusionseeker	2	FALSE	NA	NA
K562|PRKCA--PHACTR1	K562	fusionseeker	2	FALSE	NA	NA
K562|PRKCB--RP11-192H23.4	K562	fusionseeker	2	FALSE	NA	NA
K562|PRR11--PIN4	K562	fusionseeker	2	FALSE	NA	NA
K562|PRRC2C--HBG2	K562	fusionseeker	2	FALSE	NA	NA
K562|PSMB7--MAPKAP1	K562	fusionseeker	2	FALSE	NA	NA
K562|PTP4A1--RPL7A	K562	fusionseeker	2	FALSE	NA	NA
K562|PTPN7--HBG2	K562	fusionseeker	2	FALSE	NA	NA
K562|PTPRG--RP11-1134I14.2	K562	fusionseeker	2	FALSE	NA	NA
K562|PTPRS--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RAB1B--RP11-613M10.9	K562	fusionseeker	2	FALSE	NA	NA
K562|RBFOX2--AC012005.3	K562	fusionseeker	2	FALSE	NA	NA
K562|RBFOX2--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RBFOX2--GAPVD1	K562	fusionseeker	2	FALSE	NA	NA
K562|RBFOX2--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RBFOX2--RPS14	K562	fusionseeker	2	FALSE	NA	NA
K562|RBFOX2--ATG10	K562	fusionseeker	2	FALSE	NA	NA
K562|RCC1--NARF	K562	fusionseeker	2	FALSE	NA	NA
K562|RCC1--RPL12	K562	fusionseeker	2	FALSE	NA	NA
K562|RNF11--AC004448.5	K562	fusionseeker	2	FALSE	NA	NA
K562|RNF11--RPS2	K562	fusionseeker	2	FALSE	NA	NA
K562|RNF157--ATF4	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-138J23.1--RP11-6N13.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-14K2.1--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-150D5.2--RPL18	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--HSF1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--PPIA	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--RPL35	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--RPLP1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--RPS2	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--RPS21	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-179A16.1--U2AF1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-187O7.3--RPSA	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-192H23.4--H3F3B	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-255H23.2--AC097639.8	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-255H23.2--BLVRB	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-255H23.2--DTNBP1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-255H23.2--FXYD5	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-255H23.2--HMGB2	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-255H23.2--RP11-506B6.3	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-255H23.2--RPF2	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-34P13.15--RP4-669L17.10	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-3P17.4--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-3P17.4--HSP90AB1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-3P17.4--OOEP	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-3P17.4--RPL34	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-3P17.4--RPL7A	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-3P17.4--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-3P17.4--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-46D6.1--RAB43	K562	fusionseeker	2	FALSE	NA	NA
K562|ARPC3--STAU1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-488C13.1--MECOM	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-511B23.2--YWHAG	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-51O6.1--NBEAL1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-51O6.1--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-51O6.1--UBE3C	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-572P18.1--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-572P18.1--GSTP1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-572P18.1--HBZ	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-572P18.1--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-572P18.1--RPS20	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-572P18.1--RPS25	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-666E17.1--EIF3L	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-761B3.1--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-774D14.1--C1QTNF3-AMACR	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-795H16.3--RPS3A	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-849F2.7--BCL2L12	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-849F2.7--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-849F2.7--PIN4	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-849F2.7--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-849F2.7--RPS3A	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-864N7.2--RP11-314A20.2	K562	fusionseeker	2	FALSE	NA	NA
K562|EZH1--TMED10	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-968A15.8--HNRNPA1P12	K562	fusionseeker	2	FALSE	NA	NA
K562|RP11-968A15.8--HNRNPA1P8	K562	fusionseeker	2	FALSE	NA	NA
K562|RP4-612B15.2--WDR47	K562	fusionseeker	2	FALSE	NA	NA
K562|RP5-857K21.4--AC104534.3	K562	fusionseeker	2	FALSE	NA	NA
K562|RP5-857K21.4--CHD4	K562	fusionseeker	2	FALSE	NA	NA
K562|RP5-857K21.4--HBG2	K562	fusionseeker	2	FALSE	NA	NA
K562|RP5-857K21.4--RGPD2	K562	fusionseeker	2	FALSE	NA	NA
K562|RP5-857K21.4--RP11-511B23.2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--CH507-528H12.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--DDX46	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--EIF3E	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--FTH1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--GAPDH	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--H2AFZ	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--PPHLN1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RAC2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RBFOX2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RP11-301G19.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RP11-3P17.4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RPS11	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RPS15A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RPS20	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RPS24	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RPS25	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RPS3A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--TSPAN9	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--TUBA1C	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL11--TXNRD1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--EEF1A1P5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--RPS11	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--RPS21	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13--RPS3A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--FTH1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--HIST1H2BB	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--MAGEA6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--PCNP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--PRAME	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RBFOX2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RP11-192H23.4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RP11-3P17.4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RP11-572P18.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RPL6P27	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RPS14	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--RPS7	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--SLC25A5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL13AP5--TXNRD1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL14--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL14--OOEP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL14--RP11-3P17.4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL14--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL14--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL14--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL18--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL18--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL18--RPS20	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL19--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL19--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL19--NAPEPLD	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL19--NDUFA4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL19--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL19--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--GAPDH	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--ISL2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--RP11-849F2.7	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL22--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23--CTC-575D19.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23--RPS3A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23A--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23A--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL23A--SSB	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL24--OOEP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27--RPS21	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--FTH1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--GAPDH	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--RPS11	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--RPS2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--RPS21	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL27A--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--EEF1A1P5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--GNB2L1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--HIST1H2BB	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--IL6ST	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--RP11-306O13.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL28--RPS27A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL29--HIST1H2BB	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL3--CLIC1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL3--NKIRAS1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL3--OOEP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL3--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL3--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL30--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL31--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL31--HSPA5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL31--RPS14	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL31--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL31--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL31--ZNF341	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL34--DHFR	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL34--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL34--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL36--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL36--RPS6	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL36--TUBB	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37--OOEP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37--RP11-306O13.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37--ATG10	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--NKIRAS1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--OOEP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--PABPC1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--PRAME	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--RBFOX2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--RP11-3P17.4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--RPS14	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL37A--RPS21	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL38--CHCHD2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL38--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL38--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL38--PRAME	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL38--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL38--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL4--CH507-513H4.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL4--POLR2A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL4--RPS21	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--ACOXL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--CTD-2287O16.3	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--HBG2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--NAP1L1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--PLEKHA7	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--POLB	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--PSAP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--RP11-380I10.4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--RPS17	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL5--SWT1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL6--DGKI	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL6--EEF2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL6P27--EEF1A1P5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL6P27--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL6P27--RPL14	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL6P27--RPL18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--HSP90AB1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--RPL19	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--RPL23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--RPL27A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--RPLP0	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--RPLP1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--RPS2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL7P9--UBA52	K562	fusionseeker	2	FALSE	NA	NA
K562|RPL8--EEF1A1P5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--ACTB	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--CH507-528H12.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--COX7A2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--GNB2L1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--MAD2L1BP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--RPS15	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--RPS15A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--RPS16	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--RPS5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP0--UXT	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--ASAH1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--DGKI	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--EEF1A1P5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--FTL	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--GDF15	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--GPX4	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--IL6ST	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--KIZ	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--PTMA	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RP11-306O13.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RP11-51O6.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RP11-849F2.7	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS10-NUDT3	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS11	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS14	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS15A	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS18	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS19	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS20	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS21	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS23	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--RPS23P8	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--TMSB4X	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP1--UBE2D3	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--CAND2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--COX4I1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--EEF1A1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--EEF1A1P5	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--FTH1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--GAPDH	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--HBA1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--HBZ	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--IQCG	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--NUDCD3	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--PCNP	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--RBFOX2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--RP11-179A16.1	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--RP11-511B23.2	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--RPS10-NUDT3	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--RPS12	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--RPS14	K562	fusionseeker	2	FALSE	NA	NA
K562|RPLP2--RPS15	K562	fusionseeker	2	FALSE	NA	NA
